document_id,Review text,Sentiment
756,"after he refuses to make love , she decides to find someone else to play the role of sperm donor .",positive
757,"the other couple , lucky ( nick nolte ) and phyllis mann ( julie christie ) , are an older pair , but they're no more content than jeffrey and marianne .",positive
758,a mysterious fracture in their past relationship has driven them apart .,positive
759,"they remain married as a matter of convenience , but , since phyllis won't allow lucky to touch her , they have an unspoken agreement whereby he can fool around as much as he wants provided that no lasting bond is established as a result of these affairs .",positive
760,the landscape of emotional pain between them is palpable .,positive
761,the four characters begin interacting when marianne hires lucky as a handyman to fix up the inside of the apartment she shares with jeffrey .,positive
762,"the two of them are immediately attracted to one another , and it doesn't take long before they're lounging together , naked , in her pool .",positive
763,"meanwhile , jeffrey , who is captivated by older women , runs into phyllis in a hotel bar , is smitten , and invites her to accompany him on a weekend retreat to the mountains .",positive
764,the romantic couplings of the characters are interesting in that they illustrate the multiple faces of love .,positive
765,"sex means something different to everyone ? to jeffrey , it's an unpleasant chore , a loss of control ; to marianne , it's a means to a maternal end ; to lucky , it's an enjoyable distraction that blocks out his marital troubles ; and to phyllis , it's a method of establishing or denying emotional closeness .",positive
766,"ultimately , none of these characters appears to love anyone else as much as they love themselves .",positive
767,"the greatest strength of the film lies not in the script , but in the performances .",positive
768,"jonny lee miller is perfect as the selfish , callous , suit-and-tie businessman .",positive
769,those who recall him as sickboy in trainspotting will find that he is almost unrecognizable here as the image of conformity .,positive
770,"lara flynn boyle , who wasn't impressive in rudolph's equinox , is greatly improved , making marianne a jumble of sexiness and vulnerability .",positive
771,"nick nolte is delightful as the uninhibited lucky , and he manages to deliver some of rudolph's most pregnant lines with practiced ease .",positive
