Document_ID,Review,Sentiment
2906,"director luis mandoki's last film was the superb , serious 1994 drama "" when a man loves a woman , "" but his luck has ultimately run out with his latest picture , "" message in a bottle , "" which is the worst type of romance , a movie that tugs so relentlessly and violently at the heartstrings that it miraculously manages to dry out your eyes rather than tear them up .",negative
2907,"everything that occurs can be telegraphed way in advance since this same type of story has been done many times before---and much better---so there's an absence of suspense , and the film ultimately moves at such a very , very deliberate pace , as if it is trying to make great , "" meaningful "" statements and plot developments , that it just becomes a tedious bore to sit through .",negative
2908,""" message in a bottle "" begins with theresa osborne ( robin wright penn ) , a single mother and researcher at the chicago tribune , whom finds a bottle washed up on shore as she is jogging one day .",negative
2909,"inside the bottle is an anonymous love letter addressed to a mystery woman named catherine , and theresa is so taken aback by its honesty and sweetness that she shows it around at her work and , to her objection , finds that her editor has placed the letter in the newspaper .",negative
2910,"soon , a heavy research is conducted to find out who wrote the letter based on the type of bottle and a ship logo on the top of the typed message , and after it is traced to a man named garrett blake , theresa finds herself traveling to the outer banks , a boating town in north carolina , to find out the specifics of the message .",negative
2911,"of course , garrett turns out to be a handsome , rugged man around theresa's age and played by kevin costner .",negative
2912,"she is immediately charmed by him , but hesitant to unveil the truth of why she is there , and finds that catherine was garrett's late wife who died a few years earlier .",negative
2913,do you think you know where this is headed ?,negative
2914,"most likely you do , and i wouldn't call it giving away anything to say that by the picture's end , the movie has fallen into deep , artificial melodrama that i didn't buy for a second .",negative
2915,"if there are any positive things to say about "" message in a bottle , "" it is that the performances by robin wright penn and paul newman , as garrett's stubborn , but loving father , are far above par to be in such a wasteful , "" shaggy dog "" love story , and that the cinematography by caleb deschanel takes great advantage of the beautiful eastern coast , and paints chicago as an equally alluring city .",negative
2916,"meanwhile , costner has yet to redeem himself for some of the less-than-stellar films that he has made recently .",negative
2917,"it seems that with such bad luck , he wouldn't want to make another movie set near water , but here he is again with one of the main , and most ridiculous , centerpieces set on a storm-swept sea .",negative
2918,"the other actors are all , sadly , wasted , including illeana douglas , an underused actress who seems to always get stuck with the "" friend "" roles , here playing penn's confidante and co-worker at the tribune .",negative
2919,"the first half of "" message in a bottle "" plays like a hum-drum , trite television movie for the lifetime channel , as theresa spends a great deal of time "" getting to know "" garrett , with dialogue that is not the least bit stimulating or entertaining .",negative
